Table 1
Row Labels,Count of #,,,,,,,,,,,,,,,,,,,,,,,
37001001-37002000,1,,,,,,,,,,,,,,,,,,,,,,,
38001001-38002000,3,,,,,,,,,,,,,,,,,,,,,,,
38002001-38003000,1,,,,,,,,,,,,,,,,,,,,,,,
38003001-38004000,1,,,,,,,,,,,,,,,,,,,,,,,
38004001-38005000,2,,,,,,,,,,,,,,,,,,,,,,,
38005001-38006000,1,,,,,,,,,,,,,,,,,,,,,,,
38006001-38007000,3,,,,,,,,,,,,,,,,,,,,,,,
38007001-38008000,1,,,,,,,,,,,,,,,,,,,,,,,
38009001-38010000,3,,,,,,,,,,,,,,,,,,,,,,,
38011001-38012000,1,,,,,,,,,,,,,,,,,,,,,,,
38012001-38013000,4,,,,,,,,,,,,,,,,,,,,,,,
38014001-38015000,3,,,,,,,,,,,,,,,,,,,,,,,
39001001-39002000,3,,,,,,,,,,,,,,,,,,,,,,,
39002001-39003000,1,,,,,,,,,,,,,,,,,,,,,,,
39003001-39004000,1,,,,,,,,,,,,,,,,,,,,,,,
39004001-39005000,1,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,8674,,,,,,,,,,,,,,,,,,,,,,,
